,0
8496,<=50K
8497,<=50K
8498,<=50K
8499,<=50K
8500,<=50K
8501,<=50K
8502,<=50K
8503,<=50K
8504,<=50K
8505,<=50K
8506,<=50K
8507,>50K
8508,<=50K
8509,<=50K
8510,<=50K
8511,<=50K
8512,<=50K
8513,<=50K
8514,<=50K
8515,<=50K
8516,<=50K
8517,<=50K
8518,<=50K
8519,<=50K
8520,<=50K
8521,<=50K
8522,<=50K
8523,<=50K
8524,<=50K
8525,<=50K
8526,<=50K
8527,<=50K
8528,>50K
8529,<=50K
8530,<=50K
8531,<=50K
8532,<=50K
8533,<=50K
8534,<=50K
8535,<=50K
8536,<=50K
8537,<=50K
8538,<=50K
8539,<=50K
8540,>50K
8541,<=50K
8542,<=50K
8543,<=50K
8544,<=50K
8545,<=50K
8546,<=50K
8547,<=50K
8548,<=50K
8549,<=50K
8550,<=50K
8551,<=50K
8552,<=50K
8553,<=50K
8554,<=50K
8555,>50K
8556,<=50K
8557,<=50K
8558,<=50K
8559,<=50K
8560,<=50K
8561,<=50K
8562,<=50K
8563,<=50K
8564,<=50K
8565,>50K
8566,<=50K
8567,<=50K
8568,<=50K
8569,<=50K
8570,<=50K
8571,<=50K
8572,<=50K
8573,<=50K
8574,<=50K
8575,<=50K
8576,>50K
8577,<=50K
8578,<=50K
8579,>50K
8580,<=50K
8581,<=50K
8582,<=50K
8583,<=50K
8584,<=50K
8585,<=50K
8586,<=50K
8587,<=50K
8588,<=50K
8589,<=50K
8590,<=50K
8591,<=50K
8592,<=50K
8593,<=50K
8594,<=50K
8595,<=50K
8596,>50K
8597,<=50K
8598,<=50K
8599,<=50K
8600,<=50K
8601,<=50K
8602,<=50K
8603,<=50K
8604,<=50K
8605,<=50K
8606,>50K
8607,<=50K
8608,<=50K
8609,<=50K
8610,<=50K
8611,>50K
8612,<=50K
8613,<=50K
8614,<=50K
8615,>50K
8616,<=50K
8617,<=50K
8618,<=50K
8619,>50K
8620,>50K
8621,<=50K
8622,<=50K
8623,<=50K
8624,<=50K
8625,<=50K
8626,<=50K
8627,<=50K
8628,<=50K
8629,>50K
8630,<=50K
8631,<=50K
8632,>50K
8633,<=50K
8634,>50K
8635,<=50K
8636,<=50K
8637,<=50K
8638,<=50K
8639,<=50K
8640,<=50K
8641,<=50K
8642,<=50K
8643,<=50K
8644,>50K
8645,<=50K
8646,<=50K
8647,<=50K
8648,<=50K
8649,<=50K
8650,>50K
8651,<=50K
8652,<=50K
8653,<=50K
8654,>50K
8655,<=50K
8656,<=50K
8657,<=50K
8658,>50K
8659,>50K
8660,<=50K
8661,<=50K
8662,<=50K
8663,<=50K
8664,<=50K
8665,<=50K
8666,<=50K
8667,<=50K
8668,<=50K
8669,<=50K
8670,<=50K
8671,<=50K
8672,<=50K
8673,<=50K
8674,<=50K
8675,<=50K
8676,>50K
8677,<=50K
8678,>50K
8679,<=50K
8680,<=50K
8681,<=50K
8682,<=50K
8683,<=50K
8684,>50K
8685,<=50K
8686,<=50K
8687,<=50K
8688,<=50K
8689,<=50K
8690,<=50K
8691,<=50K
8692,<=50K
8693,<=50K
8694,>50K
8695,<=50K
8696,<=50K
8697,<=50K
8698,<=50K
8699,<=50K
8700,>50K
8701,<=50K
8702,>50K
8703,<=50K
8704,<=50K
8705,<=50K
8706,<=50K
8707,<=50K
8708,<=50K
8709,<=50K
8710,<=50K
8711,<=50K
8712,<=50K
8713,<=50K
8714,<=50K
8715,<=50K
8716,<=50K
8717,<=50K
8718,<=50K
8719,<=50K
8720,<=50K
8721,<=50K
8722,<=50K
8723,<=50K
8724,>50K
8725,<=50K
8726,<=50K
8727,<=50K
8728,<=50K
8729,<=50K
8730,<=50K
8731,<=50K
8732,<=50K
8733,<=50K
8734,<=50K
8735,<=50K
8736,<=50K
8737,<=50K
8738,<=50K
8739,<=50K
8740,<=50K
8741,<=50K
8742,<=50K
8743,>50K
8744,<=50K
8745,<=50K
8746,<=50K
8747,<=50K
8748,>50K
8749,<=50K
8750,<=50K
8751,<=50K
8752,>50K
8753,<=50K
8754,<=50K
8755,>50K
8756,<=50K
8757,<=50K
8758,<=50K
8759,<=50K
8760,<=50K
8761,<=50K
8762,<=50K
8763,<=50K
8764,<=50K
8765,<=50K
8766,<=50K
8767,<=50K
8768,<=50K
8769,<=50K
8770,<=50K
8771,>50K
8772,>50K
8773,<=50K
8774,<=50K
8775,<=50K
8776,<=50K
8777,<=50K
8778,<=50K
8779,<=50K
8780,<=50K
8781,<=50K
8782,<=50K
8783,<=50K
8784,<=50K
8785,<=50K
8786,>50K
8787,<=50K
8788,<=50K
8789,<=50K
8790,<=50K
8791,<=50K
8792,<=50K
8793,<=50K
8794,<=50K
8795,<=50K
8796,<=50K
8797,<=50K
8798,<=50K
8799,<=50K
8800,<=50K
8801,<=50K
8802,<=50K
8803,<=50K
8804,<=50K
8805,<=50K
8806,>50K
8807,<=50K
8808,<=50K
8809,<=50K
8810,<=50K
8811,<=50K
8812,<=50K
8813,<=50K
8814,>50K
8815,<=50K
8816,<=50K
8817,<=50K
8818,>50K
8819,<=50K
8820,<=50K
8821,<=50K
8822,<=50K
8823,<=50K
8824,<=50K
8825,<=50K
8826,<=50K
8827,<=50K
8828,<=50K
8829,<=50K
8830,<=50K
8831,>50K
8832,<=50K
8833,<=50K
8834,<=50K
8835,<=50K
8836,<=50K
8837,>50K
8838,>50K
8839,<=50K
8840,<=50K
8841,<=50K
8842,<=50K
8843,<=50K
8844,<=50K
8845,<=50K
8846,>50K
8847,<=50K
8848,<=50K
8849,<=50K
8850,<=50K
8851,<=50K
8852,<=50K
8853,<=50K
8854,<=50K
8855,<=50K
8856,<=50K
8857,<=50K
8858,<=50K
8859,<=50K
8860,<=50K
8861,<=50K
8862,<=50K
8863,<=50K
8864,>50K
8865,<=50K
8866,<=50K
8867,<=50K
8868,<=50K
8869,<=50K
8870,>50K
8871,<=50K
8872,<=50K
8873,<=50K
8874,<=50K
8875,<=50K
8876,<=50K
8877,>50K
8878,<=50K
8879,>50K
8880,<=50K
8881,<=50K
8882,<=50K
8883,<=50K
8884,>50K
8885,<=50K
8886,<=50K
8887,>50K
8888,<=50K
8889,<=50K
8890,>50K
8891,<=50K
8892,<=50K
8893,<=50K
8894,<=50K
8895,<=50K
8896,<=50K
8897,<=50K
8898,<=50K
8899,<=50K
8900,<=50K
8901,<=50K
8902,<=50K
8903,<=50K
8904,<=50K
8905,<=50K
8906,<=50K
8907,<=50K
8908,<=50K
8909,<=50K
8910,<=50K
8911,<=50K
8912,<=50K
8913,<=50K
8914,<=50K
8915,<=50K
8916,>50K
8917,<=50K
8918,<=50K
8919,<=50K
8920,<=50K
8921,<=50K
8922,>50K
8923,<=50K
8924,<=50K
8925,<=50K
8926,<=50K
8927,<=50K
8928,<=50K
8929,<=50K
8930,<=50K
8931,<=50K
8932,<=50K
8933,<=50K
8934,<=50K
8935,<=50K
8936,<=50K
8937,<=50K
8938,<=50K
8939,<=50K
8940,<=50K
8941,<=50K
8942,<=50K
8943,>50K
8944,<=50K
8945,<=50K
8946,<=50K
8947,>50K
8948,<=50K
8949,<=50K
8950,<=50K
8951,<=50K
8952,<=50K
8953,>50K
8954,<=50K
8955,<=50K
8956,<=50K
8957,<=50K
8958,<=50K
8959,<=50K
8960,<=50K
8961,<=50K
8962,<=50K
8963,<=50K
8964,<=50K
8965,<=50K
8966,<=50K
8967,<=50K
8968,<=50K
8969,<=50K
8970,<=50K
8971,<=50K
8972,<=50K
8973,<=50K
8974,<=50K
8975,<=50K
8976,<=50K
8977,<=50K
8978,<=50K
8979,<=50K
8980,<=50K
8981,<=50K
8982,<=50K
8983,<=50K
8984,<=50K
8985,<=50K
8986,<=50K
8987,<=50K
8988,<=50K
8989,<=50K
8990,<=50K
8991,<=50K
8992,<=50K
8993,>50K
8994,<=50K
8995,>50K
8996,<=50K
8997,<=50K
8998,<=50K
8999,<=50K
9000,<=50K
9001,<=50K
9002,<=50K
9003,<=50K
9004,<=50K
9005,<=50K
9006,<=50K
9007,<=50K
9008,<=50K
9009,<=50K
9010,<=50K
9011,<=50K
9012,<=50K
9013,<=50K
9014,<=50K
9015,<=50K
9016,<=50K
9017,<=50K
9018,>50K
9019,<=50K
9020,<=50K
9021,<=50K
9022,>50K
9023,<=50K
9024,>50K
9025,<=50K
9026,<=50K
9027,<=50K
9028,<=50K
9029,>50K
9030,<=50K
9031,<=50K
9032,<=50K
9033,<=50K
9034,<=50K
9035,<=50K
9036,<=50K
9037,<=50K
9038,<=50K
9039,<=50K
9040,<=50K
9041,<=50K
9042,<=50K
9043,<=50K
9044,<=50K
9045,<=50K
9046,<=50K
9047,<=50K
9048,<=50K
9049,<=50K
9050,<=50K
9051,<=50K
9052,<=50K
9053,<=50K
9054,<=50K
9055,<=50K
9056,<=50K
9057,<=50K
9058,>50K
9059,<=50K
9060,<=50K
9061,<=50K
9062,<=50K
9063,>50K
9064,<=50K
9065,<=50K
9066,<=50K
9067,<=50K
9068,<=50K
9069,<=50K
9070,<=50K
9071,>50K
9072,<=50K
9073,<=50K
9074,<=50K
9075,<=50K
9076,<=50K
9077,<=50K
9078,<=50K
9079,<=50K
9080,<=50K
9081,<=50K
9082,<=50K
9083,<=50K
9084,<=50K
9085,<=50K
9086,<=50K
9087,<=50K
9088,<=50K
9089,<=50K
9090,<=50K
9091,<=50K
9092,<=50K
9093,<=50K
9094,<=50K
9095,<=50K
9096,<=50K
9097,<=50K
9098,<=50K
9099,<=50K
9100,<=50K
9101,<=50K
9102,<=50K
9103,<=50K
9104,<=50K
9105,<=50K
9106,<=50K
9107,<=50K
9108,>50K
9109,>50K
9110,<=50K
9111,<=50K
9112,<=50K
9113,<=50K
9114,<=50K
9115,>50K
9116,<=50K
9117,<=50K
9118,<=50K
9119,<=50K
9120,>50K
9121,<=50K
9122,>50K
9123,>50K
9124,<=50K
9125,<=50K
9126,<=50K
9127,<=50K
9128,<=50K
9129,<=50K
9130,<=50K
9131,<=50K
9132,<=50K
9133,>50K
9134,<=50K
9135,<=50K
9136,<=50K
9137,<=50K
9138,<=50K
9139,<=50K
9140,<=50K
9141,<=50K
9142,<=50K
9143,<=50K
9144,<=50K
9145,<=50K
9146,<=50K
9147,<=50K
9148,<=50K
9149,<=50K
9150,<=50K
9151,<=50K
9152,<=50K
9153,>50K
9154,<=50K
9155,<=50K
9156,<=50K
9157,<=50K
9158,<=50K
9159,<=50K
9160,<=50K
9161,<=50K
9162,<=50K
9163,<=50K
9164,<=50K
9165,<=50K
9166,>50K
9167,<=50K
9168,<=50K
9169,>50K
9170,<=50K
9171,<=50K
9172,<=50K
9173,<=50K
9174,<=50K
9175,<=50K
9176,<=50K
9177,<=50K
9178,<=50K
9179,>50K
9180,<=50K
9181,<=50K
9182,<=50K
9183,<=50K
9184,<=50K
9185,<=50K
9186,<=50K
9187,<=50K
9188,<=50K
9189,<=50K
9190,<=50K
9191,<=50K
9192,<=50K
9193,<=50K
9194,<=50K
9195,>50K
9196,<=50K
9197,<=50K
9198,<=50K
9199,<=50K
9200,<=50K
9201,<=50K
9202,<=50K
9203,<=50K
9204,<=50K
9205,>50K
9206,<=50K
9207,<=50K
9208,<=50K
9209,>50K
9210,<=50K
9211,>50K
9212,>50K
9213,>50K
9214,>50K
9215,<=50K
9216,<=50K
9217,<=50K
9218,<=50K
9219,<=50K
9220,<=50K
9221,<=50K
9222,<=50K
9223,<=50K
9224,>50K
9225,<=50K
9226,<=50K
9227,<=50K
9228,<=50K
9229,<=50K
9230,<=50K
9231,>50K
9232,<=50K
9233,>50K
9234,<=50K
9235,<=50K
9236,<=50K
9237,<=50K
9238,<=50K
9239,<=50K
9240,<=50K
9241,<=50K
9242,<=50K
9243,>50K
9244,<=50K
9245,<=50K
9246,<=50K
9247,<=50K
9248,<=50K
9249,<=50K
9250,<=50K
9251,<=50K
9252,<=50K
9253,<=50K
9254,<=50K
9255,<=50K
9256,<=50K
9257,<=50K
9258,<=50K
9259,<=50K
9260,<=50K
9261,>50K
9262,>50K
9263,<=50K
9264,>50K
9265,>50K
9266,>50K
9267,<=50K
9268,<=50K
9269,<=50K
9270,<=50K
9271,<=50K
9272,<=50K
9273,>50K
9274,<=50K
9275,<=50K
9276,>50K
9277,<=50K
9278,<=50K
9279,<=50K
9280,>50K
9281,<=50K
9282,<=50K
9283,<=50K
9284,<=50K
9285,<=50K
9286,<=50K
9287,<=50K
9288,<=50K
9289,<=50K
9290,<=50K
9291,<=50K
9292,<=50K
9293,<=50K
9294,<=50K
9295,<=50K
9296,<=50K
9297,<=50K
9298,<=50K
9299,<=50K
9300,<=50K
9301,<=50K
9302,<=50K
9303,<=50K
9304,>50K
9305,<=50K
9306,<=50K
9307,<=50K
9308,<=50K
9309,>50K
9310,<=50K
9311,<=50K
9312,>50K
9313,>50K
9314,<=50K
9315,<=50K
9316,<=50K
9317,>50K
9318,<=50K
9319,<=50K
9320,>50K
9321,<=50K
9322,<=50K
9323,<=50K
9324,<=50K
9325,<=50K
9326,<=50K
9327,<=50K
9328,<=50K
9329,<=50K
9330,<=50K
9331,<=50K
9332,<=50K
9333,<=50K
9334,<=50K
9335,<=50K
9336,<=50K
9337,<=50K
9338,<=50K
9339,<=50K
9340,<=50K
9341,<=50K
9342,<=50K
9343,<=50K
9344,<=50K
9345,<=50K
9346,<=50K
9347,<=50K
9348,<=50K
9349,>50K
9350,<=50K
9351,<=50K
9352,>50K
9353,<=50K
9354,<=50K
9355,<=50K
9356,<=50K
9357,<=50K
9358,<=50K
9359,<=50K
9360,<=50K
9361,<=50K
9362,<=50K
9363,<=50K
9364,<=50K
9365,<=50K
9366,<=50K
9367,<=50K
9368,<=50K
9369,<=50K
9370,<=50K
9371,<=50K
9372,>50K
9373,>50K
9374,<=50K
9375,<=50K
9376,<=50K
9377,<=50K
9378,<=50K
9379,<=50K
9380,<=50K
9381,<=50K
9382,<=50K
9383,<=50K
9384,<=50K
9385,<=50K
9386,>50K
9387,<=50K
9388,<=50K
9389,<=50K
9390,>50K
9391,<=50K
9392,<=50K
9393,<=50K
9394,<=50K
9395,<=50K
9396,<=50K
9397,<=50K
9398,<=50K
9399,<=50K
9400,<=50K
9401,>50K
9402,<=50K
9403,>50K
9404,<=50K
9405,<=50K
9406,<=50K
9407,<=50K
9408,>50K
9409,<=50K
9410,<=50K
9411,>50K
9412,<=50K
9413,<=50K
9414,<=50K
9415,<=50K
9416,<=50K
9417,<=50K
9418,<=50K
9419,<=50K
9420,>50K
9421,>50K
9422,<=50K
9423,<=50K
9424,>50K
9425,<=50K
9426,<=50K
9427,<=50K
9428,<=50K
9429,<=50K
9430,<=50K
9431,<=50K
9432,>50K
9433,<=50K
9434,<=50K
9435,<=50K
9436,<=50K
9437,<=50K
9438,<=50K
9439,>50K
9440,<=50K
9441,<=50K
9442,<=50K
9443,<=50K
9444,<=50K
9445,<=50K
9446,>50K
9447,<=50K
9448,<=50K
9449,<=50K
9450,<=50K
9451,<=50K
9452,>50K
9453,<=50K
9454,<=50K
9455,<=50K
9456,>50K
9457,<=50K
9458,<=50K
9459,<=50K
9460,<=50K
9461,<=50K
9462,<=50K
9463,<=50K
9464,<=50K
9465,<=50K
9466,>50K
9467,<=50K
9468,<=50K
9469,<=50K
9470,<=50K
9471,>50K
9472,<=50K
9473,>50K
9474,<=50K
9475,<=50K
9476,<=50K
9477,<=50K
9478,<=50K
9479,<=50K
9480,<=50K
9481,<=50K
9482,<=50K
9483,<=50K
9484,>50K
9485,<=50K
9486,>50K
9487,<=50K
9488,<=50K
9489,<=50K
9490,<=50K
9491,<=50K
9492,<=50K
9493,<=50K
9494,<=50K
9495,<=50K
9496,>50K
9497,<=50K
9498,<=50K
9499,<=50K
9500,<=50K
9501,<=50K
9502,<=50K
9503,<=50K
9504,<=50K
9505,<=50K
9506,<=50K
9507,<=50K
9508,<=50K
9509,<=50K
9510,<=50K
9511,<=50K
9512,<=50K
9513,<=50K
9514,<=50K
9515,<=50K
9516,<=50K
9517,<=50K
9518,<=50K
9519,<=50K
9520,<=50K
9521,>50K
9522,<=50K
9523,>50K
9524,<=50K
9525,<=50K
9526,<=50K
9527,<=50K
9528,<=50K
9529,<=50K
9530,<=50K
9531,<=50K
9532,<=50K
9533,<=50K
9534,<=50K
9535,<=50K
9536,<=50K
9537,<=50K
9538,<=50K
9539,<=50K
9540,<=50K
9541,<=50K
9542,<=50K
9543,<=50K
9544,<=50K
9545,<=50K
9546,<=50K
9547,<=50K
9548,<=50K
9549,<=50K
9550,<=50K
9551,<=50K
9552,<=50K
9553,<=50K
9554,<=50K
9555,<=50K
9556,<=50K
9557,<=50K
9558,<=50K
9559,<=50K
9560,<=50K
9561,>50K
9562,>50K
9563,>50K
9564,<=50K
9565,>50K
9566,<=50K
9567,<=50K
9568,<=50K
9569,<=50K
9570,<=50K
9571,<=50K
9572,<=50K
9573,<=50K
9574,<=50K
9575,<=50K
9576,<=50K
9577,<=50K
9578,<=50K
9579,<=50K
9580,<=50K
9581,<=50K
9582,<=50K
9583,<=50K
9584,<=50K
9585,<=50K
9586,<=50K
9587,<=50K
9588,<=50K
9589,<=50K
9590,<=50K
9591,<=50K
9592,<=50K
9593,<=50K
9594,<=50K
9595,<=50K
9596,<=50K
9597,>50K
9598,<=50K
9599,<=50K
9600,<=50K
9601,<=50K
9602,<=50K
9603,>50K
9604,<=50K
9605,<=50K
9606,<=50K
9607,<=50K
9608,<=50K
9609,<=50K
9610,>50K
9611,<=50K
9612,<=50K
9613,<=50K
9614,<=50K
9615,<=50K
9616,<=50K
9617,<=50K
9618,<=50K
9619,<=50K
9620,<=50K
9621,<=50K
9622,<=50K
9623,>50K
9624,>50K
9625,<=50K
9626,<=50K
9627,<=50K
9628,<=50K
9629,<=50K
9630,<=50K
9631,<=50K
9632,>50K
9633,<=50K
9634,<=50K
9635,<=50K
9636,<=50K
9637,<=50K
9638,<=50K
9639,<=50K
9640,<=50K
9641,<=50K
9642,<=50K
9643,<=50K
9644,<=50K
9645,<=50K
9646,<=50K
9647,<=50K
9648,<=50K
9649,<=50K
9650,<=50K
9651,>50K
9652,<=50K
9653,<=50K
9654,<=50K
9655,<=50K
9656,<=50K
9657,<=50K
9658,<=50K
9659,<=50K
9660,<=50K
9661,<=50K
9662,<=50K
9663,<=50K
9664,<=50K
9665,<=50K
9666,>50K
9667,<=50K
9668,<=50K
9669,<=50K
9670,<=50K
9671,<=50K
9672,>50K
9673,<=50K
9674,<=50K
9675,<=50K
9676,>50K
9677,<=50K
9678,<=50K
9679,<=50K
9680,<=50K
9681,<=50K
9682,<=50K
9683,<=50K
9684,>50K
9685,<=50K
9686,<=50K
9687,>50K
9688,<=50K
9689,<=50K
9690,<=50K
9691,<=50K
9692,<=50K
9693,>50K
9694,<=50K
9695,<=50K
9696,<=50K
9697,<=50K
9698,<=50K
9699,<=50K
9700,<=50K
9701,<=50K
9702,<=50K
9703,<=50K
9704,<=50K
9705,<=50K
9706,<=50K
9707,<=50K
9708,<=50K
9709,<=50K
9710,<=50K
9711,<=50K
9712,<=50K
9713,<=50K
9714,<=50K
9715,<=50K
9716,<=50K
9717,<=50K
9718,>50K
9719,<=50K
9720,<=50K
9721,<=50K
9722,<=50K
9723,<=50K
9724,<=50K
9725,<=50K
9726,<=50K
9727,<=50K
9728,<=50K
9729,<=50K
9730,<=50K
9731,>50K
9732,<=50K
9733,<=50K
9734,>50K
9735,<=50K
9736,>50K
9737,<=50K
9738,<=50K
9739,<=50K
9740,>50K
9741,<=50K
9742,<=50K
9743,<=50K
9744,<=50K
9745,<=50K
9746,<=50K
9747,<=50K
9748,<=50K
9749,<=50K
9750,<=50K
9751,<=50K
9752,<=50K
9753,<=50K
9754,<=50K
9755,<=50K
9756,<=50K
9757,<=50K
9758,<=50K
9759,<=50K
9760,<=50K
9761,<=50K
9762,<=50K
9763,>50K
9764,<=50K
9765,<=50K
9766,<=50K
9767,<=50K
9768,<=50K
9769,<=50K
9770,<=50K
9771,<=50K
9772,<=50K
9773,<=50K
9774,>50K
9775,<=50K
9776,<=50K
9777,<=50K
9778,<=50K
9779,<=50K
9780,<=50K
9781,<=50K
9782,<=50K
9783,<=50K
9784,<=50K
9785,<=50K
9786,<=50K
9787,<=50K
9788,<=50K
9789,>50K
9790,<=50K
9791,<=50K
9792,<=50K
9793,<=50K
9794,<=50K
9795,<=50K
9796,<=50K
9797,<=50K
9798,<=50K
9799,>50K
9800,>50K
9801,<=50K
9802,<=50K
9803,<=50K
9804,<=50K
9805,<=50K
9806,<=50K
9807,<=50K
9808,<=50K
9809,<=50K
9810,<=50K
9811,<=50K
9812,<=50K
9813,<=50K
9814,<=50K
9815,<=50K
9816,<=50K
9817,<=50K
9818,<=50K
9819,<=50K
9820,<=50K
9821,<=50K
9822,<=50K
9823,<=50K
9824,<=50K
9825,<=50K
9826,<=50K
9827,<=50K
9828,<=50K
9829,<=50K
9830,>50K
9831,>50K
9832,<=50K
9833,<=50K
9834,>50K
9835,<=50K
9836,<=50K
9837,<=50K
9838,<=50K
9839,<=50K
9840,<=50K
9841,<=50K
9842,>50K
9843,<=50K
9844,<=50K
9845,<=50K
9846,<=50K
9847,<=50K
9848,<=50K
9849,<=50K
9850,>50K
9851,<=50K
9852,<=50K
9853,<=50K
9854,<=50K
9855,<=50K
9856,<=50K
9857,<=50K
9858,<=50K
9859,<=50K
9860,<=50K
9861,<=50K
9862,<=50K
9863,<=50K
9864,<=50K
9865,<=50K
9866,<=50K
9867,<=50K
9868,<=50K
9869,>50K
9870,<=50K
9871,<=50K
9872,<=50K
9873,<=50K
9874,<=50K
9875,<=50K
9876,<=50K
9877,<=50K
9878,<=50K
9879,<=50K
9880,>50K
9881,<=50K
9882,<=50K
9883,<=50K
9884,<=50K
9885,<=50K
9886,<=50K
9887,<=50K
9888,<=50K
9889,<=50K
9890,<=50K
9891,<=50K
9892,<=50K
9893,<=50K
9894,<=50K
9895,>50K
9896,<=50K
9897,<=50K
9898,<=50K
9899,<=50K
9900,<=50K
9901,<=50K
9902,<=50K
9903,<=50K
9904,<=50K
9905,>50K
9906,<=50K
9907,<=50K
9908,<=50K
9909,<=50K
9910,<=50K
9911,<=50K
9912,<=50K
9913,<=50K
9914,<=50K
9915,<=50K
9916,<=50K
9917,<=50K
9918,>50K
9919,<=50K
9920,>50K
9921,<=50K
9922,>50K
9923,>50K
9924,<=50K
9925,<=50K
9926,<=50K
9927,>50K
9928,>50K
9929,<=50K
9930,<=50K
9931,<=50K
9932,<=50K
9933,>50K
9934,<=50K
9935,<=50K
9936,<=50K
9937,<=50K
9938,<=50K
9939,<=50K
9940,<=50K
9941,<=50K
9942,<=50K
9943,<=50K
9944,<=50K
9945,<=50K
9946,<=50K
9947,<=50K
9948,<=50K
9949,<=50K
9950,<=50K
9951,<=50K
9952,<=50K
9953,<=50K
9954,<=50K
9955,<=50K
9956,<=50K
9957,>50K
9958,<=50K
9959,<=50K
9960,<=50K
9961,>50K
9962,<=50K
9963,<=50K
9964,>50K
9965,<=50K
9966,<=50K
9967,<=50K
9968,<=50K
9969,<=50K
9970,<=50K
9971,<=50K
9972,<=50K
9973,<=50K
9974,<=50K
9975,<=50K
9976,<=50K
9977,<=50K
9978,<=50K
9979,<=50K
9980,<=50K
9981,<=50K
9982,<=50K
9983,<=50K
9984,<=50K
9985,<=50K
9986,<=50K
9987,<=50K
9988,<=50K
9989,<=50K
9990,<=50K
9991,<=50K
9992,<=50K
9993,<=50K
9994,<=50K
9995,<=50K
9996,<=50K
9997,<=50K
9998,<=50K
9999,<=50K
10000,<=50K
10001,<=50K
10002,<=50K
10003,<=50K
10004,<=50K
10005,<=50K
10006,<=50K
10007,<=50K
10008,<=50K
10009,<=50K
10010,<=50K
10011,<=50K
10012,<=50K
10013,<=50K
10014,<=50K
10015,<=50K
10016,<=50K
10017,<=50K
10018,<=50K
10019,<=50K
10020,<=50K
10021,<=50K
10022,<=50K
10023,<=50K
10024,<=50K
10025,<=50K
10026,<=50K
10027,<=50K
10028,<=50K
10029,<=50K
10030,>50K
10031,<=50K
10032,<=50K
10033,<=50K
10034,<=50K
10035,<=50K
10036,<=50K
10037,<=50K
10038,<=50K
10039,>50K
10040,<=50K
10041,>50K
10042,<=50K
10043,<=50K
10044,<=50K
10045,<=50K
10046,<=50K
10047,<=50K
10048,<=50K
10049,>50K
10050,<=50K
10051,<=50K
10052,>50K
10053,<=50K
10054,<=50K
10055,<=50K
10056,<=50K
10057,<=50K
10058,<=50K
10059,<=50K
10060,<=50K
10061,>50K
10062,<=50K
10063,<=50K
10064,>50K
10065,<=50K
10066,<=50K
10067,<=50K
10068,<=50K
10069,<=50K
10070,<=50K
10071,<=50K
10072,<=50K
10073,<=50K
10074,<=50K
10075,<=50K
10076,<=50K
10077,<=50K
10078,<=50K
10079,>50K
10080,<=50K
10081,<=50K
10082,<=50K
10083,>50K
10084,>50K
10085,<=50K
10086,<=50K
10087,<=50K
10088,<=50K
10089,<=50K
10090,<=50K
10091,>50K
10092,<=50K
10093,<=50K
10094,<=50K
10095,<=50K
10096,<=50K
10097,<=50K
10098,<=50K
10099,<=50K
10100,<=50K
10101,<=50K
10102,<=50K
10103,<=50K
10104,<=50K
10105,<=50K
10106,<=50K
10107,<=50K
10108,>50K
10109,<=50K
10110,<=50K
10111,<=50K
10112,<=50K
10113,<=50K
10114,<=50K
10115,<=50K
10116,<=50K
10117,<=50K
10118,<=50K
10119,<=50K
10120,<=50K
10121,<=50K
10122,<=50K
10123,<=50K
10124,<=50K
10125,<=50K
10126,<=50K
10127,<=50K
10128,<=50K
10129,>50K
10130,<=50K
10131,<=50K
10132,<=50K
10133,<=50K
10134,<=50K
10135,<=50K
10136,<=50K
10137,<=50K
10138,<=50K
10139,<=50K
10140,<=50K
10141,<=50K
10142,<=50K
10143,<=50K
10144,<=50K
10145,<=50K
10146,<=50K
10147,>50K
10148,<=50K
10149,>50K
10150,<=50K
10151,<=50K
10152,<=50K
10153,<=50K
10154,>50K
10155,<=50K
10156,<=50K
10157,<=50K
10158,<=50K
10159,>50K
10160,<=50K
10161,<=50K
10162,<=50K
10163,<=50K
10164,<=50K
10165,<=50K
10166,<=50K
10167,<=50K
10168,<=50K
10169,<=50K
10170,<=50K
10171,<=50K
10172,<=50K
10173,<=50K
10174,<=50K
10175,<=50K
10176,<=50K
10177,<=50K
10178,<=50K
10179,<=50K
10180,<=50K
10181,<=50K
10182,>50K
10183,>50K
10184,<=50K
10185,<=50K
10186,<=50K
10187,<=50K
10188,<=50K
10189,>50K
10190,<=50K
10191,<=50K
10192,<=50K
10193,>50K
10194,>50K
10195,<=50K
10196,>50K
10197,<=50K
10198,<=50K
10199,<=50K
10200,<=50K
10201,<=50K
10202,<=50K
10203,<=50K
10204,<=50K
10205,<=50K
10206,<=50K
10207,<=50K
10208,>50K
10209,<=50K
10210,<=50K
10211,<=50K
10212,>50K
10213,<=50K
10214,<=50K
10215,<=50K
10216,<=50K
10217,>50K
10218,<=50K
10219,<=50K
10220,<=50K
10221,<=50K
10222,<=50K
10223,<=50K
10224,<=50K
10225,<=50K
10226,<=50K
10227,<=50K
10228,<=50K
10229,<=50K
10230,<=50K
10231,<=50K
10232,<=50K
10233,<=50K
10234,<=50K
10235,<=50K
10236,<=50K
10237,<=50K
10238,<=50K
10239,>50K
10240,<=50K
10241,<=50K
10242,<=50K
10243,<=50K
10244,<=50K
10245,<=50K
10246,<=50K
10247,<=50K
10248,>50K
10249,<=50K
10250,>50K
10251,<=50K
10252,<=50K
10253,<=50K
10254,<=50K
10255,<=50K
10256,<=50K
10257,<=50K
10258,<=50K
10259,<=50K
10260,<=50K
10261,>50K
10262,<=50K
10263,<=50K
10264,<=50K
10265,<=50K
10266,<=50K
10267,<=50K
10268,<=50K
10269,<=50K
